PPM_6,mag_6,PPM_35,mag_35,PPM_78,mag_78,PPM_97,mag_97
10.5845,71280.9,10.5861,24719.3,10.5869,47196.7,10.5869,14050.1
10.578,70299.7,10.5796,26479.9,10.5804,47665.5,10.5804,13498.2
10.5715,68547.1,10.5731,24802.5,10.5739,46562.1,10.5739,15429.3
10.565,71147.1,10.5666,24288.2,10.5674,45665.3,10.5674,15842.3
10.5585,70897.3,10.5601,23707.3,10.5609,46870.9,10.5609,15944.8
10.552,70151.4,10.5536,26409.4,10.5544,46867.2,10.5544,16166.8
10.5455,70549.9,10.5471,25554,10.5479,45714,10.5479,16453.9
10.539,71562.1,10.5406,24022.4,10.5414,44345.2,10.5414,16128.4
10.5324,70414.7,10.5341,26544.1,10.5349,47431.1,10.5349,16390.3
10.5259,67783.8,10.5276,25193.2,10.5284,45460,10.5284,14022.7
10.5194,70725.9,10.5211,23835.9,10.5219,44435.5,10.5219,15919.1
10.5129,70154.8,10.5146,24325.7,10.5154,44978.3,10.5154,14561.5
10.5064,70904.8,10.508,24819.9,10.5089,45521.1,10.5089,16300.6
10.4999,70357.1,10.5015,25873.9,10.5024,45299.2,10.5024,15780.4
10.4934,70344.1,10.495,24902.4,10.4958,46300.6,10.4958,13697.6
10.4869,70021.8,10.4885,25408.2,10.4893,43173.8,10.4893,15629.1
10.4804,69084.7,10.482,24805.8,10.4828,44120.7,10.4828,14555
10.4739,70962.1,10.4755,24529.1,10.4763,45853.5,10.4763,14346.7
10.4674,70109.6,10.469,24084.9,10.4698,44353,10.4698,14531.4
10.4609,71424,10.4625,24946.9,10.4633,44564.2,10.4633,15962.1
10.4544,70230.4,10.456,24156.6,10.4568,44541.6,10.4568,14268.3
10.4479,70248.7,10.4495,24203.3,10.4503,43651.2,10.4503,14380.8
10.4414,71493.2,10.443,23973.7,10.4438,45901.4,10.4438,14679.7
10.4348,69305.1,10.4365,23266.6,10.4373,45302.8,10.4373,15495.1
10.4283,69291.3,10.43,24699.5,10.4308,44844,10.4308,15484.3
10.4218,71700.3,10.4235,23120.3,10.4243,42801.7,10.4243,13958.1
10.4153,71564.4,10.417,25015.1,10.4178,43462,10.4178,15404.1
10.4088,69715.9,10.4104,24207.9,10.4113,45204.2,10.4113,15529.7
10.4023,69352.3,10.4039,22509.6,10.4048,44353.4,10.4048,14862.2
10.3958,70870.3,10.3974,23365.6,10.3982,44232.2,10.3982,14525.8
10.3893,71234.3,10.3909,24792.7,10.3917,45112.5,10.3917,15610.3
10.3828,68794.4,10.3844,23845.1,10.3852,43715.4,10.3852,16324.2
10.3763,69924.6,10.3779,23837.2,10.3787,43457.2,10.3787,14684.4
10.3698,71040.2,10.3714,25678,10.3722,44048.4,10.3722,15819.5
10.3633,69900.2,10.3649,21629.3,10.3657,43018.1,10.3657,14203.3
10.3568,68838,10.3584,25827.9,10.3592,44537.6,10.3592,16204.5
10.3503,71590.7,10.3519,25471.9,10.3527,42190.8,10.3527,15693.6
10.3438,70306,10.3454,24738.6,10.3462,41512.1,10.3462,13236
10.3372,71626,10.3389,23066.9,10.3397,41641.3,10.3397,13527.2
10.3307,70458,10.3324,24258.7,10.3332,41870.7,10.3332,14511.5
10.3242,70895.7,10.3259,24584.8,10.3267,42878,10.3267,16767.7
10.3177,68905.9,10.3194,23266.6,10.3202,43601.8,10.3202,16889.7
10.3112,70063.7,10.3128,23430.5,10.3137,44875.7,10.3137,14658
10.3047,69754.7,10.3063,22769.3,10.3072,39989.9,10.3072,13553.7
10.2982,72880.6,10.2998,24157.8,10.3006,44669.9,10.3006,14240.1
10.2917,67974.3,10.2933,24001.9,10.2941,42634.4,10.2941,16056.9
10.2852,70168,10.2868,25270.6,10.2876,42603.3,10.2876,14808.5
10.2787,69473.7,10.2803,23086.4,10.2811,44309.3,10.2811,13630.6
10.2722,69995.5,10.2738,23130.5,10.2746,42925.1,10.2746,15241.1
10.2657,70025.9,10.2673,23424.9,10.2681,43014.7,10.2681,15925.2
10.2592,69445.6,10.2608,23542.8,10.2616,42334.3,10.2616,15403.6
10.2527,70589.1,10.2543,23565.1,10.2551,42325.7,10.2551,12738.9
10.2462,70450.8,10.2478,24207.7,10.2486,42739.4,10.2486,14565
10.2396,70177.4,10.2413,23001.1,10.2421,41914.5,10.2421,13538.6
10.2331,69562.5,10.2348,23947.9,10.2356,41469.8,10.2356,14411.8
10.2266,68170.5,10.2283,23166.8,10.2291,42366.1,10.2291,15943.5
10.2201,67656.6,10.2218,23587.7,10.2226,41095.4,10.2226,15206.8
10.2136,69087.8,10.2152,23406,10.2161,41818.1,10.2161,14756.9
10.2071,69933.3,10.2087,21814.1,10.2096,41103.2,10.2096,12400.9
10.2006,71493,10.2022,23213.9,10.203,39402.9,10.203,15077.8
10.1941,69914.4,10.1957,22638.4,10.1965,41081,10.1965,13385.7
10.1876,69147.4,10.1892,23474.2,10.19,42820.8,10.19,15233.3
10.1811,69228.6,10.1827,22777.3,10.1835,40774.2,10.1835,12723.5
10.1746,69083.7,10.1762,24617.7,10.177,41428.2,10.177,14316.4
10.1681,68193.1,10.1697,24655.2,10.1705,40720.7,10.1705,13729.3
10.1616,70241.3,10.1632,20978.9,10.164,41804,10.164,15749.6
10.1551,69139.2,10.1567,24960.7,10.1575,41189.5,10.1575,17520.8
10.1485,70952.2,10.1502,21816.9,10.151,41023.2,10.151,14030.5
10.142,69943.6,10.1437,21805.1,10.1445,41701.4,10.1445,16229.5
10.1355,69217.2,10.1372,20973.8,10.138,41153.4,10.138,14406.9
10.129,70536.7,10.1307,23250.3,10.1315,40466.7,10.1315,14298.4
10.1225,69182.8,10.1241,23639.9,10.125,41793.7,10.125,13969.3
10.116,70817.2,10.1176,20977.4,10.1185,40519.3,10.1185,15066.4
10.1095,68045.4,10.1111,21397.1,10.1119,41017.3,10.1119,13729.7
10.103,68578.4,10.1046,23351.6,10.1054,42010.3,10.1054,14085.3
10.0965,69084.2,10.0981,22179.1,10.0989,40870.5,10.0989,14992
10.09,68975.6,10.0916,22773.5,10.0924,41687.7,10.0924,13248.4
10.0835,70667.7,10.0851,22438.1,10.0859,40560.8,10.0859,14550.3
10.077,69421.3,10.0786,22064.4,10.0794,39771.6,10.0794,15658
10.0705,69715.2,10.0721,21885,10.0729,39292.4,10.0729,14590
10.064,69080,10.0656,23155.8,10.0664,41030.7,10.0664,12449.4
10.0575,69074.8,10.0591,22686.5,10.0599,41864.6,10.0599,15592.7
10.0509,69008.1,10.0526,23275.6,10.0534,38498.3,10.0534,13379.8
10.0444,67450.9,10.0461,20537.4,10.0469,40314.8,10.0469,13845.8
10.0379,68054,10.0396,22452.2,10.0404,40835.2,10.0404,13017.6
10.0314,68907.1,10.0331,22402.2,10.0339,39421.8,10.0339,15646.4
10.0249,69113.6,10.0265,22143.9,10.0274,39993.9,10.0274,15172.2
10.0184,70172.9,10.02,20255.8,10.0209,39861.6,10.0209,14357.2
10.0119,67864.3,10.0135,22696.9,10.0143,40557,10.0143,14958.1
10.0054,67818.7,10.007,22935.1,10.0078,40499.2,10.0078,14357.9
9.99889,69238.9,10.0005,22077.1,10.0013,40332.7,10.0013,13815.6
9.99239,68862.2,9.99401,23569.1,9.99483,38694.6,9.99483,14020.3
9.98588,69369.3,9.98751,21429.2,9.98832,38067.7,9.98832,13963.5
9.97937,68503.8,9.981,21345.7,9.98181,41100.5,9.98181,15543
9.97287,69793.3,9.97449,23637.6,9.97531,38536.2,9.97531,12529.3
9.96636,67688.1,9.96799,23123.9,9.9688,39995.5,9.9688,15175.7
9.95985,68601.3,9.96148,21960.7,9.96229,42024.2,9.96229,13233.2
9.95335,69028.7,9.95497,20905.1,9.95579,38727.4,9.95579,15188.8
9.94684,69409.1,9.94847,22173,9.94928,38204.7,9.94928,12768.2
9.94033,68632.6,9.94196,21624.2,9.94277,41516.7,9.94277,13809.3
9.93383,70342.6,9.93545,21184.1,9.93627,39548.8,9.93627,13633.6
9.92732,69298.1,9.92895,22019.2,9.92976,39082.4,9.92976,13813.6
9.92081,69459.3,9.92244,21954.4,9.92325,38340,9.92325,13110.8
9.91431,69332.4,9.91593,22408.4,9.91675,39049.6,9.91675,13732.6
9.9078,67050.8,9.90943,20813.6,9.91024,39229.3,9.91024,12981.3
9.90129,68193.9,9.90292,21149.9,9.90373,38759.3,9.90373,14312.8
9.89479,67124.3,9.89641,21207.1,9.89723,40094.1,9.89723,14182.8
9.88828,67887.5,9.88991,20031.5,9.89072,39656.7,9.89072,14451.2
9.88177,69529.3,9.8834,20022.3,9.88421,40044,9.88421,13088.3
9.87527,69587.6,9.87689,20411,9.87771,39783.3,9.87771,14065.4
9.86876,68855.7,9.87039,22557.9,9.8712,38597.8,9.8712,12624.2
9.86225,68618.3,9.86388,21088.3,9.86469,38008.4,9.86469,14435.4
9.85575,68048.8,9.85737,20780.4,9.85819,40348.5,9.85819,14159.9
9.84924,69245.4,9.85087,21848.7,9.85168,37837.3,9.85168,12588.4
9.84273,69439.5,9.84436,21731.2,9.84517,37769.3,9.84517,13683
9.83623,67229.1,9.83785,22121.3,9.83867,39480.4,9.83867,12796.8
9.82972,66831,9.83135,21033.7,9.83216,38333,9.83216,14413
9.82321,68919.4,9.82484,21054.4,9.82565,38652.6,9.82565,12139.3
9.81671,66208.1,9.81833,20117.1,9.81915,37944.3,9.81915,13955.3
9.8102,68783.6,9.81183,23465.9,9.81264,38354.3,9.81264,14660.5
9.80369,67387.8,9.80532,18048.4,9.80613,37893,9.80613,15379.5
9.79719,67201.1,9.79881,20563.9,9.79963,37811.5,9.79963,13240.5
9.79068,67703.2,9.79231,20626.9,9.79312,40164.9,9.79312,13962.3
9.78417,69028.4,9.7858,19960.6,9.78661,37880.6,9.78661,13773
9.77767,66664.7,9.77929,22767,9.78011,39180.2,9.78011,13408.3
9.77116,68630,9.77279,21038.2,9.7736,38504.6,9.7736,12351.1
9.76465,68114.4,9.76628,21381.1,9.76709,40347.2,9.76709,13990.3
9.75814,68490.5,9.75977,21338.5,9.76058,38178.9,9.76058,12954.5
9.75164,68191.6,9.75326,21634.6,9.75408,37646.5,9.75408,15045.3
9.74513,67100,9.74676,20369,9.74757,37880.9,9.74757,12820.3
9.73862,66928.2,9.74025,20408.1,9.74106,37821.3,9.74106,13795.4
9.73212,68389.6,9.73374,21028.4,9.73456,38747,9.73456,11898.9
9.72561,68090.6,9.72724,20544.3,9.72805,37851.4,9.72805,12587.8
9.7191,69195.8,9.72073,21118.1,9.72154,38662.5,9.72154,12709.9
9.7126,69411.1,9.71422,19693.7,9.71504,37850.6,9.71504,12438
9.70609,68018.1,9.70772,19798.9,9.70853,37524.8,9.70853,13758.6
9.69958,67060.9,9.70121,20845.7,9.70202,36256.1,9.70202,12510.8
9.69308,68474,9.6947,20157,9.69552,38707,9.69552,12505.7
9.68657,67061.4,9.6882,20476.3,9.68901,37542.3,9.68901,11993.2
9.68006,68475.9,9.68169,19139.3,9.6825,38549.1,9.6825,13675
9.67356,68438.8,9.67518,20884.9,9.676,36065.9,9.676,13155.2
9.66705,68074,9.66868,19789.3,9.66949,38243.8,9.66949,12213.5
9.66054,67950.6,9.66217,20773.3,9.66298,37776.6,9.66298,13505.9
9.65404,67158.8,9.65566,20022,9.65648,37244.5,9.65648,13711
9.64753,69326.9,9.64916,21236.7,9.64997,38603.2,9.64997,13957.3
9.64102,68509.7,9.64265,21037.5,9.64346,36435.7,9.64346,13628.6
9.63452,67872.6,9.63614,19494,9.63696,37502.9,9.63696,12969.7
9.62801,69839.2,9.62964,21092,9.63045,38184.8,9.63045,12987.5
9.6215,68192.4,9.62313,18922.9,9.62394,36023.6,9.62394,11573
9.615,68633.9,9.61662,20643,9.61744,38675.3,9.61744,12341.9
9.60849,68098.5,9.61012,20378.3,9.61093,36759.2,9.61093,12583.7
9.60198,68555.1,9.60361,20792,9.60442,37924.5,9.60442,13266.8
9.59548,67003.2,9.5971,18751.4,9.59792,37134.9,9.59792,12628.8
9.58897,68197.3,9.5906,20444.4,9.59141,36209.2,9.59141,13209.1
9.58246,67323.4,9.58409,19428.2,9.5849,38319.9,9.5849,14258.6
9.57596,66712.9,9.57758,19754.1,9.5784,36878.7,9.5784,12819.7
9.56945,69045.7,9.57108,20696.4,9.57189,36039,9.57189,12017.8
9.56294,67286.5,9.56457,20445.7,9.56538,38145.4,9.56538,12723.4
9.55644,67368.9,9.55806,19584.4,9.55888,35515.9,9.55888,12458.9
9.54993,67274.7,9.55156,18982.7,9.55237,34867,9.55237,13024.3
9.54342,68437.9,9.54505,19738.6,9.54586,34717.9,9.54586,11638.4
9.53692,67489,9.53854,18494.8,9.53936,37705,9.53936,11411.6
9.53041,67515,9.53204,20805.7,9.53285,35600.7,9.53285,12203.9
9.5239,67937.9,9.52553,18524,9.52634,37947.5,9.52634,13134.3
9.51739,69704,9.51902,19031.7,9.51984,37145.5,9.51984,12083.4
9.51089,65766.3,9.51251,20079.8,9.51333,38234,9.51333,12473.9
9.50438,69471,9.50601,19419.4,9.50682,35758.3,9.50682,14667.7
9.49787,68276.1,9.4995,20234.2,9.50031,36795.6,9.50031,13453.7
9.49137,68111.5,9.49299,20163.8,9.49381,37088.1,9.49381,12361.3
9.48486,68976.6,9.48649,18825.4,9.4873,36127.7,9.4873,12967.9
9.47835,70069.6,9.47998,18277.2,9.48079,35526.4,9.48079,14025.3
9.47185,69290.5,9.47347,18940.5,9.47429,35322.3,9.47429,12263.5
9.46534,68716.6,9.46697,20251.5,9.46778,35633.6,9.46778,12259
9.45883,69714,9.46046,19212,9.46127,36068.1,9.46127,14147.5
9.45233,68325,9.45395,19408.5,9.45477,35560.3,9.45477,13379
9.44582,68130.8,9.44745,17829.9,9.44826,36101.5,9.44826,14073.8
9.43931,67769.6,9.44094,19655.8,9.44175,34015.8,9.44175,12964.2
9.43281,67106.2,9.43443,19848.3,9.43525,35975.8,9.43525,12546.4
9.4263,67986.5,9.42793,20573.3,9.42874,35512,9.42874,13326.3
9.41979,67703.5,9.42142,19493.8,9.42223,36622,9.42223,12768.2
9.41329,70175,9.41491,17341.2,9.41573,35630.2,9.41573,12855
9.40678,68042.3,9.40841,20689.7,9.40922,35565.7,9.40922,12796.4
9.40027,70894.7,9.4019,18372,9.40271,35047,9.40271,13499.5
9.39377,67838,9.39539,19546.8,9.39621,34236.7,9.39621,12575.6
9.38726,67778.4,9.38889,19185.2,9.3897,36870.8,9.3897,12183
9.38075,68568.8,9.38238,19943.4,9.38319,34533.1,9.38319,12177.6
9.37425,68575.2,9.37587,18577.6,9.37669,36394.7,9.37669,13394.9
9.36774,69222,9.36937,19229.9,9.37018,34524,9.37018,12878.4
9.36123,67006.5,9.36286,16750.6,9.36367,34446.9,9.36367,13637.3
9.35473,70382.7,9.35635,19397.8,9.35717,36528.5,9.35717,12529.6
9.34822,69461.8,9.34985,18525.1,9.35066,35409.3,9.35066,11857.2
9.34171,68365.2,9.34334,18998,9.34415,36141.5,9.34415,12186.3
9.33521,66650.3,9.33683,18323.3,9.33765,35114.2,9.33765,12304
9.3287,68322.8,9.33033,19336.4,9.33114,35485.8,9.33114,12405.3
9.32219,68870.1,9.32382,18838.8,9.32463,35057.8,9.32463,12804.1
9.31569,68927.9,9.31731,18119.8,9.31813,34892.9,9.31813,12429.8
9.30918,70986.6,9.31081,18225.7,9.31162,34748.8,9.31162,11841.6
9.30267,67413.7,9.3043,18534.6,9.30511,34045.5,9.30511,11402.5
9.29617,70609,9.29779,19178.3,9.29861,34031.1,9.29861,13954.5
9.28966,68702.7,9.29129,20111.4,9.2921,34972.3,9.2921,11949.1
9.28315,68951.9,9.28478,19085.9,9.28559,33778.8,9.28559,13398.5
9.27665,68858.4,9.27827,18784.1,9.27909,35211.3,9.27909,13265.4
9.27014,67026.5,9.27177,19159.2,9.27258,32755.7,9.27258,12785.1
9.26363,70444.3,9.26526,18904.9,9.26607,36192,9.26607,11122.2
9.25712,69497.3,9.25875,18416.9,9.25956,36434.1,9.25956,13146.4
9.25062,67643.2,9.25224,18740.6,9.25306,34684.8,9.25306,13094.2
9.24411,70131.1,9.24574,19073.9,9.24655,33743.6,9.24655,12208.4
9.2376,68304.2,9.23923,15456.8,9.24004,34502.2,9.24004,12420.3
9.2311,69605.3,9.23272,18893.3,9.23354,34177.6,9.23354,11300.5
9.22459,67953.2,9.22622,17785.2,9.22703,34682.4,9.22703,11054.9
9.21808,67444.5,9.21971,19611.4,9.22052,33967.6,9.22052,12095.5
9.21158,68336.4,9.2132,19595.7,9.21402,35863.1,9.21402,13211.5
9.20507,68198.6,9.2067,17981,9.20751,34976.8,9.20751,11300.2
9.19856,69073.4,9.20019,18212.4,9.201,33813.7,9.201,12225.5
9.19206,69342.3,9.19368,17417.7,9.1945,33314.9,9.1945,12409.3
9.18555,71553.8,9.18718,18333,9.18799,35172.7,9.18799,10682.1
9.17904,68541.6,9.18067,18772,9.18148,34154.4,9.18148,11234.3
9.17254,68123.6,9.17416,18035.4,9.17498,33529,9.17498,11872.8
